Genes	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\1A_RA2_1_24819.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\1B_RD3_1_24856.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\1C_RF5_1_24884.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\2A_G1_1_24820.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\2B_RD4_1_24857.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\2C_RF6_1_24885.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\3A_RA4_1_24822.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\3B_RD5_1_24858.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\3C_G1_1_24886.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\4A_RA5_1_24823.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\4B_RD6_1_24859.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\4C_RF8_1_24888.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\5A_RA6_1_24824.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\5B_RD7_1_24860.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\5C_RF9_1_24889.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\6A_RA7_1_24825.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\6B_RD8_1_24861.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\6C_RF10_1_24890.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\7A_G1_1_24826.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\7B_G1_1_24862.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\7C_RF11_1_24891.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\8A_RA9_1_24828.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\8B_RD10_1_24866.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\8C_RG1_1_24892.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\9A_RA10_1_24829.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\9B_RD11_1_24867.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\9C_RG2_1_24893.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\10A_RA11_1_24830.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\10A_RA11_1_24832.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\10B_RE1_1_24868.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\10C_RG3_1_24894.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\11A_RB1_1_24833.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\11B_RE2_1_24869.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\11C_RG4_1_24895.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\12A_RB2_1_24834.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\12B_RE3_1_24870.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\12C_RG5_1_24896.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\13A_RB3_1_24835.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\13B_RE4_1_24871.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\13C_G1_1_24897.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\14A_RB4_1_24837.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\14B_RE5_1_24872.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\14C_RG7_1_24899.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\15A_RB5_1_24838.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\15B_RE6_1_24873.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\15C_RG8_1_24900.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\16A_RB6_1_24839.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\16B_RE7_1_24874.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\16C_RG9_1_24901.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\17A_G1_1_24840.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\17B_G1_1_24875.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\17C_RG10_1_24902.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\18A_RB8_1_24842.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\18B_RE9_1_24877.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\18C_RG11_1_24903.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\19A_RB9_1_24843.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\19B_RE10_1_24878.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\19C_RH1_1_24904.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\20A_RB10_1_24844.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\20B_RE11_1_24879.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\20C_RH2_1_24905.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\22A_RB11_1_24845.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\22B_RF1_1_24880.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\22C_RH3_1_24906.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\23A_RC1_1_24846.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\23B_RF2_1_24881.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\23C_RH4_1_24907.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\24A_RC2_1_24847.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\24B_RF3_1_24882.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\24C_RH5_1_24908.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\25A_RC3_1_24848.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\25B_RF4_1_24883.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\25C_G1_1_24909.d
KLHL31	1292.8	1331.53	2982.74	1756.06	1774.34	1297.34	1294.9	986.045	1340.06		1770.14	1737.44	633.294	1658.94	2170.84		1275.7	1359.54		1512.51	1168.25		2090.51	785.235	1477.82	1719.03	2102.69			1570.73	734.336	1114.58	1455.8	557.68		1529.43	1815		1265.28		1627.05	1777.87	585.02	707.191	1592.25	1348.14	357.776	2166.61	1535.31	615.629	1533.5	2920.54		1714.73	3105.08		1264.25	2122.57		2417.05			1993.15	1781.65		2322.9	2093.79	1544.19	2492.23	1883.13		1915.06	
KLHL40		2282.21	780.359		3242.2			1273.03				1108.36		6557.52			814.908			615.484		2879.43	4291.6			4584.53				2293.02							991.961		2809.59			1330.07			2186.94	878.079	1232.72	2330.04		2366.41	8720.56	15747.4		1082.92			4160.97	1507.5		861.554			855.112	2155.91		3110.04							
KLHL41	25138.8	14814	24752.5	15212.6	13022.2	18515	12984.7	20159.6	30267		14694	25936.6	9386.74	23576.1	33350.5	10793.5	24453.7	24186.2	13104.5	19918.6	32641	14923.2	35164.4	21310.6	23798.6	27065.5	43573.5		9272.55	21972	34044	8984.75	27661	18005.4		27204.7	24054	50095.6	16807.7	26580.8	11966.1	36334.5	15552.3	13325.8	34504.2	33332.8	15277.5	30599.6	41901.1	7637.28	22500.5	28734	12647	16310.9	24745.9		36611.9	30716.3	11426.6	37864.4	18150.4		22095.4	20505.9	19971.9	15831.3	15360.3	7421.06	18655.3	22112.3	13369.6	11428.1	
KLK10																																																										2956.94															
KMT2D	1625.58	1413.49	4951.27		649.462	1012.99	1971.16	2061.51	5337.72			1812.51		2267.71			139.857	3535.08		3689.6			1615.1	2001.28	1550.74					1937.55	2223.62					1716.82	2600.8	4051.6	1466.47	288.307		2835.78	2545.82		1164.16	2791.81		2283.4		1359.88	1847.28	5775.33		2759.16			1845.22	1734.07		2178.02			4518.24	1757.69					2904.2	1814.15		1915.52	
KNG1	18255.5	16820.8	11980	17336.1	20443.2	5710.29	10539.7	15081.1	8181	17088.8	10346.9	16022.8	12298.5	10616.5	9420.77	15560.3	9962.41	13390.2	14580.7	11241.1	7577.58	18035.1	13401.8	14494.3	18607.1	10662.4	9085.64		23202.2	17298	7711.71	21438	8079.42	11057.2	23157.8	18333.4	8807.39	61918.2	24007.1	6535.33	18221.8	17659	24085.3	15515.2	14114.3	11017.5	11962.1	22594.4	5161.85	15324.9	14939.2	21224.5	19311.5	14367.2	11309.1	21656.5	16181.2	13290.9	25846.1	10500.5	12007.1	32630.3	18382.6	18962	20986.6	13855.1	12833	21013.6	14566.8	19377.7	26160	7065.12	477779
KPNA4	3667.58	3928.14	633.494	1220.86	419.973		1557.78	4737.01		1212.32	637.669	2140.11		2113.31	1019.53	1848.46	1274.14	528.406	1160.93	957.29	2842.91	1411.88	4923.44		6014	732.509	662.318			2298.65	1321.49					4216.33		10835.9	1186.49	807.974		4784.31		2750.6	1424.41	641.622	3041.29	5424.82		3671.4	1602.37	918.192	2989.79	1123.09	3012.62		5812.27	1058.79		1132.13	1003.15		2026.25	1401.77	3662.48	693.641	618.847		3421.49	3423.24	3334.02	581.536	
KPNA6		545.396	875.083		446.302			438.766			990.887	530.717					954.778			754.685			798.438			646.046	1494.12						909.009				497.006				894.16	830.435				429.85	520.033	1275.57	531.598			629.428		776.963	781.898		671.241	1082.96		1607.85			856.177			1396.97	1133.23		862.895	791.577		459.447	
KPNB1	21558.6	13377.1	16572	28448.2	18711.7	9846.01	26134.6	15862.8	9519.02	13436.1	24252.2	11503.5	39134.8	19926.6	21514.8	19531.1	34947.5	6503.13	34610.5	13096.7	8305.15	28819.1	25107	3831.67	27080.5	26511.4	15063.5		24364.7	18447.6	4707.67	13318.7	36203.4	6058.45	23080.2	21082.6	12862.9	81193.8	23201.7	4468.61	12660.3	15600	6502.54	22040.2	30221.5	8132.98	26356.8	22765.8	9982.75	18880.4	22273.2	28671.5	15335.3	31631.6	25413.4		16315.9	17713.1	13664.2	20451.8	11665.3		16619	13843.5	20666.6	20562.3	25541.6	27864.9	21300.5	16545.3	14915.2	22361.7	
KRAS			658.173		967.92	764.44			859.482		928.761	837.247		405.859	988.886		1108.21	649.41		911.569	768.986		979.934	709.703		1072.73	600.725			832.412	928.745		651.948	658.431			693.598			556.899			516.39			663.724			695.403			1239.87		894.02	751.347		1136.75	901.177		359.596			1060.36	1073.83		619.001	646.722		687.186	1222.23		862.377	
KRT1	12641.1	4942.35		2279.52	964.994		3349.09	1971		17773	880.76	3800.79	6109.02		925.649	7317.77	1097.78		2682.93	9468.21	599.615	4616.59	2028.28		5040.96	5710.08	1390.3			2543.3		5718.13		3366.26	13738.2		1082.89		2286.21	1755.99	7649.35	4543.05	5597.62	7596.77	2971	748.322	3614.56	3778.4	1002.87	5163.25		3487.69	9827.52	1114.17	1291.65	19781.8		12048.3	2339.16	836.391	6908.12	18343.3		11660		877.66	2204.63	5255.39	1529.92	2700.52	1843.16		
KRT10A	1072.43			765.174	362.777		502.019		486.706	6058.01	444.274	1493.62				4104.73	1135.47			5854.97		3179.93	962.005	674.654	2387.25	3143	627.51		1839.32	2011.79		576.404		742.437	3312.38		615.027			1391.27	3311.26	5373.7	3063.46		737.114	574.991	1592.06	1249.34		1086.36		511.065		770.42	615.129	4967.11	555.712	125975		490.574	7239.42	3057.56		8687.55			1068.95	2366.23		1661.71			
KRT10B	5630.5									15585.9						11217.6																4141.69						11824.9				1704.82											8447.5																				
KRT16																				1996.27						12374.4				503.477																	2441.15											5974						16792.6					634.933				
KRT18	2604.59		2254.87	2968.49		3679.26	3481.42	1964.08	2684.85	4681.42		3642.02	3497.15	2092.31	7477.56	2653.05		3362.17	3652.11		2296.76	2955.88	2359.01	2168.03	4474.95		2463.35		5339.64	3376.64	1535.03	1988.79		2349	7181.3		1566.5		3971.18	4006.86	1019.9	1678	4508.1	2232.19	7171.43	1594.66	3524.4		2205.68	1530.13	11346.5	1490.06	2985.22	8762.84	2712.3	2173.45	3385.69	2177.44	3612.11	5553.98	9460.83	12464.8	3481.13	2177.17		4592.09	2715.95	3787.03	3825.63	3830.83	2216.57	3622.57	34965.4
KRT2																	504.32																	502.764								1256.05																2051.1															
KRT42												2960.97								3010.17						9943.05				1087.52							868.555				2704.83	1479.97																6672.75						16310									
KRT6A	9069.86	1100.99		1953.28	922.855			1763.34		16559.6		2120.84	8918.34	1315.64		29412.9			1977	1855.93		9556.32	2587.14	1035.83	6820.77	18322.2				2108.52		4239.41			7286.68			6790.67	1332.22		6197.59	6791.2	592.554					2591		1658.54		925.911	6680.05			5233.23	1588.46	8331.12		776.332	3226.64			21204.6			1993.1	2326.22		829.873		1006.85	
KRT78	12081.9	6975.56	2691.11	4579.83	3525.94	4392.77		4126.87		21760.5	2808.12	6169.98	4918.5			11407.5	3577.86	6427.22		13783.8	3656.83	5524.63	6860.24		7928.34	8411.2	3089.52			9077.82				4796.81	12012.9		9080.52			2860.71	12982.6	25198.7	9461.27	7813.53		2870.88		9607.74				4779.74	12866.5		3821.86	26295.6		12530.9		3189.61	9251.67	26364.5		14329.2			3063.46		5110.85	4438.63			
KRT80											323.335									582.655																																						4755.77						804.189									
KRT88																											1956.87															1267.28																1483.58					1517.76	1205.41			1242.9		1491.08				
KRT89																				918.851						853.818																									384.086							694.908						2522.96									
KTN1	3143.85	4607.25	2139.46	2241.78	3984.89	3042.58	2440.8	2919.1	1911.78	2582.02	2670.86	1335.74	861.684	1732.7	1494.18	2376.62	3283.61	2379.15	2049.73	3633.55	2489.99	2825.33	3311.38	1852.44	2493.06	3102.17	1685.79			3147.33	1568.02	1985.51	2212.83	1729.08		3504.05	3439.63	3725.71	1594.76	1954.92	3068.65	2696.67	1991.94	3501.8	764.339	1832.9	1455.9	2163.74	2164.95	2120.37	1679.68	3072.42	3097.19	2629.96	2817.1		2398.41	3401.91	3003.19	2186.99	2387.57		2410.27	3130.55	2517.98	2064.25	2828.3		2263.58	2341.73	1311.38	1828.77	
KYAT1	9333.19	5623.95	11383.4	8393.55	6472.02	9704.72	6169.64	5641.81	8829.2	6627.64	11312	9448.42	5474.1	8841.66	10607.3	4922.39	8313.44	7064.32	6290	8869.63	10423.9	6739.85	8821.4	9571.72	9010.08	8870.75	9677.78		6275.14	8237.92	9144.41	6942.11	10348.7	11010.2		8378.17	8964.71		5706.38	10472.5	8116.54	8686.76	8188.91	3837.78	8710.59	8018.21	5861.59	6520.83	7671.93	3994.22	6818.84	7415.15	9472.88	10611.2	8935.24		9039.59	5293.08	3043.7	12813.4	4946.45		8485.18	6400.9	7893.49	6648.24	6037.93	6276.81	10553.2	9221.51	8724.47	9949.91	33790.6
KYAT3	3111.28	4020.08	2463.27	3129.73	3589.04	2232.43	3161.22	2766.98	1480.37	2899.05	1122.21	3742.31	2282.08	2268.79	2816.36	4139.28	2210.36	1521.65	3128.84	2188.6	3000.53	3535.11	2863.18	2157.22	979.502	2667.11	3067.37		4162.36	2821.49	1871.3	2861.88	2072.67	2115.75		3318.24	1721.69		2630.16	1589.27	2671.69	2799.07	2519.81	3502.42	2409.1	1829.02	4353.71	3177	2572.19	1866.92	2882.59	1311.53		4118.58	3257.53		3796.63	2516.06		2917.83	2931.16		1948.06	3467.38		2398.23	3444.27		1920.51	3477.99		2444.55	
L1CAM		391.003			609.649			579.896	415.931		479.767	560.311		644.261			315.163	346.528			296.491		474.257	297.012		356.998	287.225			754.648		1055.2	480.184	301.17		579.733	408.629		628.456	370.466		390.184	296.004		365.619	318.33					463.749	490.702		399.377				699.949			1923.97		547.67	1593.11		309.766	283.801		502.217	502.355		429.476	
L2HGDH		1690.03	1057.4	1004.24	1355.12	1317.27	997.053	1837.9	1573.74		1693.01	1656.47	771.538	1290.5	1531.4		1786.15	591.884	528.033	1262.8	1561.27		1401.21	1481.77		1196.98	1042.44			1632.25	1212.22	994.093	1684.65	1134.54		1525.36	1795.93		1549.03	1422.45	1067.01	2063.15	938.747		1364.22	1368.46	922.483	2061.78	2023.57	1385.23	2003.26	1054.37		1867.23	1337.36		1714.67	1085.87		2810.66			1991.9	931.304		1470.61	1360.96		1519.03	1324.26		1166.58	
LACTB						678.063	1741.34	952.752	1507.19			1641.74			709.006		1322.01				861.83		838.395			775.557	750.338			1185.82	1161.33	2618.88	1953.07	1925			983.151			1085.18			853.95			657.508	926.379	1537.76	1277.08					691.683	1205.29		1573.22	1586.37		700.108				1507.87			665.942		2021.59	953.85		760.465	
LACTB2	11592.5	8186.74	9469.41	7177.3	7364.85	5768.91	8761.77	7335.81	10122.7	2644.7	7666.45	7602.15	5751.22	10448.5	10438.2	8174.04	6632.55	8233.68	7238.01	11782.9	7229.74	6092.53	9193.67	8514.61	10402.5	5550	7465.15		7600.41	8123.45	14447.6	7365.86	7597.07	5372.7		9644.79	10406.1	16659.4	7054.43	7409.93	2343.54	8969.01	7498.61	6982.77	6198.45	8915.98	8193.86	8615	6517.17	9785.85	7916.82	8297.28	9012.85	7369.05	5523.12		8846.14	6345.32	6763.27	8072.92	4392.2		10938	8237.68	9633.18	5472.9	5239.84		7838.29	8447.56	12986.2	5921.89	
LAGE3	1109.14	1699.77						1235.67				1429.31		697.41	987.061								1607.04		942.004					1179.67						1016.01		1688.92	987.975			967.851						1730.8		1540.43			2242.52				784.938			815.974										900.173	1249.36		
LAMA2	7094.76	9571.31	17004.7	9043.31	6872.49	21080.1	8863.84	8280.16	16459.3	11450.9	8791.48	11599	11500.6	5920.05	11285.1	12027.6	10370	20505.4	10531.2	8611.28	16296.5	10578.3	9006.62	15763.5	9228.49	8284.69	15419.6		11247.7	25726.4	19248.8	7589.34	8464.35	15770.5		6754.47	12257.7	15079.9	8402.5	23168.9	8502.39	9914.47	16155.2	8177.06	10604.2	15810	10075.5	6552.09	15327.5	9682.46	10852.4	9008.49	10472.6	7034.61	8508.61		9992.09	8187.46	10689.2	7451.38	10794.3	20761.9	9014.62	6726.7	5850.73	9416.02	9885.34	9729.66	8642.27	7657.19	10041.7	12796.5	
LAMA4	6464.39	12182.5	13411.3	10500.5	15075.4	11925.6	6774.4	13957.2	12897.4	9049.38	9631.76	9761	4934.69	8380.35	9930.1	7071.1	14477.7	12528.9	11351.5	11886.3	8687.48	5713.78	12405.7	15090.1	9012.65	16388.7	11855.6		7775.34	20141.6	10331.5	7116.41	9078.15	10206.8		11606	12060.9	11951.7	11787.8	14387.9	10944.6	12036.6	13608.4	13232.4	13014.2	12582	6298.28	9268.89	9113.03	13337.9	15008.8	16599.7		10297.7	7744.4		12526.3	13896.4	10478.6	9460.4	16106.2		15048.5	28837.8	10163.7	12337.9	12826.4	6761.27	11060.5	6914.99	7366.74	11408.8	
LAMA5		828.1	1560.78		1523.65	1500.28	2660.63	2029.41			2016.85	2075.52	2640.56		1881.63		1905.07	1655.63	2283.17		1391.22		1501.38	1378.42		2036.52	1968.1		1838.14	4229.96	1123.21		2146.83	1537.25			774.427	1771.55	1911.3	1665.06		1474.62	2214.73				2442.52	1949.81	2003.67		1205.92	1992.62		2018.89	1492.21		1886.52	1603.7		1142.14	1539.67			2014.98		2338.51	1786.73					1457.42	
LAMB1	2922.19	4670.11	5336.7	3572.87	2815.77	5814	2566.26	4429.94	3922.17		2358.77	3101.7	2342.65	2601.96	2707.11	3000.23	4278.23	4708.55	3122.23	4446.36	2769.06	2845.43	4130.35	4628.32	1783.15	3092.84	3705.94		4683.52	7593.79	4420.86		1719.36	2652.16		3370.33	1881.51	7792.94	3206.16	5677.7	3020.16	4409.94	4657.61	3713.24	3887.76	3743.68	1330.95	3779.02	3453.1	4672.04	4054.23	3490.91	2871.05	2324.91	2500.69		3953.07	3011.82	3462.25	2237.5	3055.7		3693.54	4975.02	4610.33	3109.64	4349.79	1796.27	2905.29	1986.94	4556.33	4256.02	
LAMB2	5329.05	5491.79	4940.79	5090.06	5401.32	6740.05	4592.81	5117.78	4652.04	2538.29	5672.32	7564.19	5304.87	4197.49	6970.88	4710.73	4392.49	6448.69	5220.11	4930.54	3925.15	5386.74	4744.56	7097.35	6054.72	5618.49	6925.87		4110.54	16222.7	4342.96	3263.64	5153.68	7515.5		5117.38	6449.51	13089.8	5576.62	7978.58	5564.03	4484.3	7203.86	6665.29	5559.76	4659.79	5121.29	3800.79	5440.87	5749.04	6177.9	6292.13	5147.64	4117.57	4294.84	3950.92	4987.75	5732.56	4098.01	3138.84	6322.98	2700.47	5354.96	6956.97	4421.83	4743.71	4461.32	4780.37	4487.64	4672.22	8281.46	4444.38	
LAMC1	5695.21	7272.5	7993.14	6242.2	6023.7	10238	6290.85	7069.83	7132.76	3168.99	4787.83	7812.04	5337.79	4095.79	7488.29	6551.28	6738.2	7698.28	5882.15	5925.96	7123.69	7966.35	5972.97	9923.88	6622.44	5159.13	9080.11		7799.5	17194.7	7366.36	3963.06	5372.33	8059.59	2824.43	5295.19	6255.13	8766.03	6603.28	12217.8	6699.57	6224.19	10429.1	8276.96	6651.19	8559.39	5906.74	3956.37	7886.83	6732.97	8912.44	6398.55	4517.74	5336.97	5742.6	4684.51	6196.58	7131.76	5591.51	4843.77	8693.6	8134.46	6602.72	9057.06	4236.38	6614.27	6874.94	4301.95	5165.34	4484.27	4408.56	6599.66	
LAMP1	2882.18	1197.59	1869.71	2232.86	4157.54	2479.09	2462.07	1293.91	1600.57	5143.59	1927.1	2065.31	4312.09	1196.73	1740.6	2058.05	1567.86		4520.38		1566.24	3513.4	956.746	1514.32	3335.37	2420.91	1299.99		4557.12		1512.65	4414.45	839.945	2564.04	6492.8	1403.03	3103.73	7736.68	3039.8	1844.03	724.839	1470	2688.68	3672.09	2495.71	2302.23	3115.46	2336.3	1407.18	3300.22	3327.05	2251.47	3089.09	2657.37	2118.5	5130.39		3360.35	4880.58	1190.93	4156.18	11521.8	3444.55	2353.99	3466.43	2098.19	1768.67	4496.59	2150.39	1721.27	5009.35	2740.7	
LAMP2			864.684		2832.32	1500.17		1197.05	2113.26	10392.1	2212.96	1345.11		2627.05	1502.2	4884.67	1579.15	1322.35		1718.43	2801.67	1127.2	1601.82	2173.5	2089.49	1821.15	1126.02			1706.41	2649.37	3991.31	2860.77	2159.9	4210.69	1968.66	1785.4	29403.4	1082.95	1901.68		1985.68	1262.54		1078.04	2483.61		1362.73	3085.02	4719.61		2948.72	5514.57	1804.09	1531.36		1156.28	1628.31	9162.02	2137.09			2038.94	1914.99	9069.46	1957.91	1082.4		2150.41	2129.52	5869.53	1036.05	
LAMTOR1		603.01	235.669		1580.81	215.242		879.37			701.801			1059.86			643.156			800.306	327.074	735.726		504.007			423.292		795.395	509.232		786.233	907.756	232.05		858.516			787.767				500.208			582.99		1068.85	459.026					905.111	484.241					697.313			313.666	772.034			661.293			701.684		656.855	
LAMTOR2					251.624	478.665			551.334		564.69						367.891				920.528			421.169			361.276			347.076	922.966		237.427	306.307			593.911			413.015			351.591			862.213			789.921					174.7	261.863					343.132			260.516										
LAMTOR4	865.149	835.828				1272.22		637.876	737.65			1049.62		758.312	929.859					907.119	754.103		1965.53							1324.57		1195.25		339.981		669.576	459.866	4458.35				2498.42						1817.8	445.734	595.174				817.513			1891.02	319.327		969.66			799.45		967.504	480.825		591.545	1381.9	1300.52		1090.08	
LAMTOR5	2791.73	3346.38	2092.3	3342.68	4041.47	3637.08	3578.12	2339.94	1321.63	6442.1	3318.82	5388.8	3342.27	2160.09	4372.74	3192.63	3083.75	821.628	2698.48	3445.3	884.142	3288.49	2834.21	5414.46	3910.87	3032.53	1942.61		2990.95	3789.79		4910.17	1207.61	1406.41	6245.41	3635.95			3342.05	3469.35	4888.29	3935.86	5061.08	3205.74	4171.1		2642.92	2488.88	402.06	4449.12	3189.94		3800.77	2399.99	346.061		3980.12	1200.83	3285.27	2018.34	7550.49	3163.64	2248.28	1934.32	4975.03	2962.14	468.683	5675.33	3083.28	2761.23	2091.09	1874.99	
LANCL1	15367.9	14130.4	10441.1	20458	14181.6	7378.78	16807.5	14314	12480.9	14952.7	10661.1	14379.8	20021	18338.2	14912.4	19406.7	14211.9	14519.2	20524.9	20573.1	8944.64	10269.1	10748.9	11239.7	14906	13559	14385.5		17175.1	15053.4	11465.9	13682.1	18596.1	8048.58	16341.4	19086	9724.28		20147	14125.1	24409.7	14757.9	16590	12098.1	12432.3	8227.71	17056.5	10446.3	12069.8	8775.05	14084.1	9724.62	18480.1	12915.1	14687.3		13150.3	13656.4	8826.98	12384.9	17222.5	29240.4	13240.6	15352.2	13260.8	17547.2	20546.1	11211.1	8679.76	8933.99	17224.3	9869.54	
LANCL2		1955.4	2701.62	2349.19	1586.21	1473.02		1815.95	2251.84		2364.85	1672.21	1300.05	2591.84	2053.6	1450.15	2284.72	2120.38		3188.04	1525.83		2401.93	1759.72	2136.45	2056.42	1835.87			1826.59	1464.49		2143.24	2021.06		1379.46	1765.19	4078.05	2365.64	2280.62	2109.4	2916.77	2144.8	2816.43	2711.04	1735.22		1864.33	2407.33	2751.54	2157.16	1811.15	1992.97	2204.92	2072.65		2821.97	1809.58		2391.52	3132.68		1788.83	1115.48	3551.61	2326.08	1182.87		2241.7	1477.34	1981.72	2112.51	
LAP3	35109.5	46526.1	32145.4	38046.7	41411.9	34231.7	38454.8	40591.4	28832.4	31118.4	36644.1	36808	36091.7	39572.4	42835.4	40593.8	40667.2	27977.1	37610.7	41927.8	31890.2	41540.1	41203.7	38085.3	37279.6	40095.8	33186.9		30044.2	40520.4	35876.1	38864.3	43053	33328.7	20605.4	51344.9	32424.7	50395.2	34419.7	28442.9	37766.9	46795.3	41856.5	44330	46408.8	35227.7	45113.1	37896.5	29325.8	46547.9	40364.2	33542	37605.5	43328.2	30899	18929.7	47838.9	36802.6	30342.2	39641.5	31417.8	17981.2	37612.6	41858.2	32103.5	41292.8	36367.5	32791.8	38369.8	34682.4	29188.7	30190.9	49743.4
LARP1		1035.09	1148.58	1200.16	1829.48	1134.77	1234.9	1128.52			841.921			1673.43	965.081		1013.3	775.545			1009.66		989.198	1200.07		1326.81	1281.49		1229.99				1520.24	808.056		1296.68			1142.61	924.536	2221.04	1364.36	1313.6		1141.43				1030.8		1542.82	1032.25	890.288		1399.53		1250.53	1544.2		1538.91	2761.01		1529.67	1161.17		955.04	1552.24		767.578	1176.2		872	
LARS1			3674.57	6414.25	5149.85	3339.85	4836.42	7871.91	4478.49		2292.04	5348.05		4903.16	5260.16		2683.74	2693.36	4785.8	4624.82	4019.27		4757.3	3151.79	8443.36	3319.04	4175.17			5215.43	3277.17		2994.62	2872.34		7943.44	2934.93		6028.19	4646.81	3799.43	4527.47	4176.22		5458.71	5246.68	6735.62	3848.38	4376.82			2290.98		3895.69	3530.42		6371.09	4453.8		4054.87			3277.36	5152.52		3122.36	4190.83		4551.67	4591.62		2258.32	
